,index,Device_ID_geo,Latitude,Longitude,Timestamp,Location_Name,Service_Provider_ID,Cluster
498,3471,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921215,35.4920421,2023-10-14 11:36:34,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
499,3472,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921928,35.4920124,2023-10-14 11:54:22,b799f49f-81b1-491b-ab99-9092bc8c7325,8,0
500,3473,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921928,35.4920124,2023-10-14 11:59:48,b799f49f-81b1-491b-ab99-9092bc8c7325,8,0
501,3474,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:19:22,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
502,3475,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:31:22,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
503,3476,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:37:34,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
504,3477,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921101,35.4920298,2023-10-14 12:51:56,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
506,3479,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922012,35.4920264,2023-10-14 13:15:29,b799f49f-81b1-491b-ab99-9092bc8c7325,8,0
508,3481,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:14:47,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
509,3482,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:27:17,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
510,3483,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:32:47,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
511,3484,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921971,35.4920966,2023-10-14 22:15:21,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1
512,3485,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892202,35.4920122,2023-10-14 23:17:23,b799f49f-81b1-491b-ab99-9092bc8c7325,8,0
848,3821,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921954,35.4920117,2023-10-14 02:10:46,b799f49f-81b1-491b-ab99-9092bc8c7325,9,0
849,3822,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921162,35.4920187,2023-10-14 03:29:57,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
850,3823,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921162,35.4920187,2023-10-14 03:39:02,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
851,3824,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921162,35.4920187,2023-10-14 03:44:55,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
852,3825,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921904,35.4920901,2023-10-14 03:56:33,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
853,3826,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921904,35.4920901,2023-10-14 04:01:43,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
854,3827,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921904,35.4920901,2023-10-14 04:26:33,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
857,3830,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921241,35.4920245,2023-10-14 05:06:24,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
858,3831,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921925,35.4920946,2023-10-14 05:31:07,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
859,3832,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921991,35.4921085,2023-10-14 05:37:27,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
860,3833,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921219,35.4920105,2023-10-14 06:44:51,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
861,3834,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921926,35.4920986,2023-10-14 06:45:37,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
862,3835,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921926,35.4920986,2023-10-14 07:13:28,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
863,3836,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921926,35.4920986,2023-10-14 07:26:09,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
864,3837,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921926,35.4920986,2023-10-14 07:35:35,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
865,3838,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921184,35.4920927,2023-10-14 07:58:34,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
866,3839,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921184,35.4920927,2023-10-14 08:13:43,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
867,3840,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921184,35.4920927,2023-10-14 08:19:27,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
873,3846,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921677,35.4920714,2023-10-14 09:30:19,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
874,3847,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921677,35.4920714,2023-10-14 09:48:11,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
875,3848,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921177,35.4920464,2023-10-14 10:22:21,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
876,3849,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921464,35.4920669,2023-10-14 10:28:34,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
877,3850,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921528,35.4920769,2023-10-14 10:51:21,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
878,3851,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921528,35.4920769,2023-10-14 10:51:25,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
879,3852,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921215,35.4920421,2023-10-14 11:12:28,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
880,3853,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921215,35.4920421,2023-10-14 11:18:12,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
881,3854,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921215,35.4920421,2023-10-14 11:24:26,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
882,3855,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921215,35.4920421,2023-10-14 11:36:34,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
883,3856,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921928,35.4920124,2023-10-14 11:54:22,b799f49f-81b1-491b-ab99-9092bc8c7325,9,0
884,3857,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921928,35.4920124,2023-10-14 11:59:48,b799f49f-81b1-491b-ab99-9092bc8c7325,9,0
885,3858,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:19:22,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
886,3859,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:31:22,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
887,3860,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921202,35.4920265,2023-10-14 12:37:34,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
888,3861,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921101,35.4920298,2023-10-14 12:51:56,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
890,3863,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922012,35.4920264,2023-10-14 13:15:29,b799f49f-81b1-491b-ab99-9092bc8c7325,9,0
892,3865,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:14:47,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
893,3866,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:27:17,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
894,3867,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922,35.492097,2023-10-14 14:32:47,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
895,3868,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921971,35.4920966,2023-10-14 22:15:21,b799f49f-81b1-491b-ab99-9092bc8c7325,9,1
896,3869,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892202,35.4920122,2023-10-14 23:17:23,b799f49f-81b1-491b-ab99-9092bc8c7325,9,0
